Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
0063100000fJjArAAK,Netherlands: 20160098,"Feb 15, 2016","Feb 28, 2016",12147.34,OLV Ecosport-Februari_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,899803,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-45,
0063100000fJjCVAA0,Netherlands: 20160159,"Mar 20, 2016","Mar 27, 2016",9645.9,Doelgroep kan niet verbreed worden en looptijd kan niet langer.,Net Cost (Calc Margin),012i0000001EB0nAAG,714511,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJjASAA0,Netherlands: 20150780,"Nov 18, 2015","Mar 6, 2016",9660.5,Frank -> briefing Suzanne. Retargeting preroll non-viewers.,Net Cost (Calc Margin),012i0000001EB0nAAG,690036,0,Externally Managed,,14,CPM,2,Per campaign,Xaxis Display,18-34,
0063100000fJjCiAAK,Netherlands: 20160123,"Mar 7, 2016","Mar 27, 2016",1720.72,MAX-128395-2016-0061 -- VARILUX,Net Cost (Calc Margin),012i0000001EB0nAAG,127461,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,50+,
0063100000fJjA6AAK,Netherlands: 20160051,"Feb 8, 2016","Feb 28, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-50,Female
0063100000fJj9FAAS,Netherlands: 20160284,"Apr 28, 2016","May 18, 2016",10380.53,MAX-79995-2016-0210 -- Fiat Holiday edition,Net Cost (Calc Margin),012i0000001EB0nAAG,768928,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJjAaAAK,Netherlands: 20160125,"Apr 18, 2016","Apr 29, 2016",1201.2,Uitlevering desktop + tablet doelgroep vrouwen stad Utrecht (straal 15km),Net Cost (Calc Margin),012i0000001EB0nAAG,436800,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,25-65,Female
0063100000fJj9rAAC,Netherlands: 20160049,"Jan 15, 2016","Feb 1, 2016",9227.32,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,683505,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-50,Female
0063100000fJjBeAAK,Netherlands: 20160117,"Mar 21, 2016","Apr 24, 2016",15000,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2500000,0,Externally Managed,"Targeting breed op vrouwen channels- denk bijvoorbeeld aan de segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. Enkel in-app uitleveren. 07-04: De cap voor de HPA is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. 13-4: Campagneperiode is verlengd. Graag compensatie inboeken: 500.000 impressies.",6,CPM,3,Per campaign,Mobile - Halfpage ad,,Female
0063100000fJjAMAA0,Netherlands: 20160035,"Jan 1, 2016","Mar 31, 2016",59080,Turbine pixels op Volvo site plaatsen per type. Er volgt een lijst van Thomas. Gebruikers op landingspagina uitsluiten (clickers). : Autmotive,Net Cost (Calc Margin),012i0000001EB0nAAG,4220000,0,Externally Managed,,14,CPM,,,Display - Frequency booster,,
0063100000fJjAxAAK,Netherlands: 20160009,"Jan 11, 2016","Feb 7, 2016",28044.93,CX3 OLV Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,2077402,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJjAGAA0,Netherlands: 20160413,"Jul 1, 2016","Aug 31, 2016",10000,"Doelgroep is man 20-70 en vrouw 29-49. Er moeten dus twee campagnes onder de Line Items opgezet worden. Impressies mogen 50/50 ingezet worden. : Family & Parenting, Home & Garden, Food&Drink_Barbecues & Grilling",Net Cost (Calc Margin),012i0000001EB0nAAG,740741,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJjARAA0,Netherlands: 20150781,"Nov 18, 2015","Mar 6, 2016",4967.3,Frank -> briefing Suzanne. Retargeting high impact viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,1806290,0,Externally Managed,,2.75,CPM,3,Per campaign,Xaxis Display,18-34,
0063100000fJj9sAAC,Netherlands: 20160050,"Jan 15, 2016","Feb 1, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-50,Female
0063100000fJjB6AAK,Netherlands: 20150807,"Nov 20, 2015","Jan 3, 2016",16100,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,1400000,0,Externally Managed,,11.5,CPM,3,Per campaign,Xaxis TV,18-30,
0063100000fJjA3AAK,Netherlands: 20160482,"Sep 1, 2016","Sep 20, 2016",8999.98,MAX-99572-2016-0360 -- Karcher Multi Vac Display - Jul 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,642856,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,30-54,Male
0063100000fJjBHAA0,Netherlands: 20160069,"Jan 25, 2016","Feb 14, 2016",8434.54,2016.Stage_BEAUTY_AND_THE BEAST_OLV.JAN/FEB,Net Cost (Calc Margin),012i0000001EB0nAAG,624781,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjBpAAK,Netherlands: 20160014,"Jan 4, 2016","Jan 24, 2016",11657.75,2016.FC.MONA.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,863537,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,Female
0063100000fJjBuAAK,Netherlands: 20160002,"Jan 4, 2016","Feb 7, 2016",90613.25,70% van het aantal impressies uitleveren in contactbuckets 3-5. Retargeting pixels BC plaatsen.,Net Cost (Calc Margin),012i0000001EB0nAAG,6472375,0,Externally Managed,,14,CPM,,,Display - Frequency booster,20-34,Female
0063100000fJj9CAAS,Netherlands: 20160478,"Aug 28, 2016","Sep 20, 2016",1377,"Desktop en Tablet. Alleen live op zondag tussen 00:00 - 12:00 uur op basis van een cap van 3 per dag! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,500727,0,Externally Managed,,2.75,CPM,3,Per campaign,Display - Standard,,
0063100000fJjAEAA0,Netherlands: 20160193,"May 2, 2016","May 22, 2016",11684.5,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,834607,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,35-54,Male
0063100000fJjAqAAK,Netherlands: 20160022,"Jan 25, 2016","Feb 7, 2016",5751,Mustang Jan-Feb,Net Cost (Calc Margin),012i0000001EB0nAAG,383400,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-35,
0063100000fJjCHAA0,Netherlands: 20160059,"Feb 15, 2016","Mar 6, 2016",26571.06,2016.BOL.KenW.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1968227,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,
0063100000fJjBnAAK,Netherlands: 20160008,"Jan 1, 2016","Jan 10, 2016",6342.26,Let op: cap hanteren van 1 per campagne (Project MEC van Esther en Frank).,Net Cost (Calc Margin),012i0000001EB0nAAG,469797,0,Externally Managed,,13.5,CPM,1,Per campaign,Video - Preroll 20s,25-55,Female
0063100000fJjAuAAK,Netherlands: 20160319,"May 23, 2016","Jun 12, 2016",19263.59,8-6: outstream toegevoegd,Net Cost (Calc Margin),012i0000001EB0nAAG,1284239,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-45,
0063100000fJjCGAA0,Netherlands: 20160120,"Mar 11, 2016","Mar 23, 2016",2420,MAX-105454-2016-0053 -- BigBen - Hitman Launch - Feb-Oct,Net Cost (Calc Margin),012i0000001EB0nAAG,403333,0,Externally Managed,,6,CPM,3,Per campaign,Mobile - Halfpage ad,18-35,Male
0063100000fJj9AAAS,Netherlands: 20160380,"Jun 10, 2016","Jul 9, 2016",4250,MAX-132034-2016-0297 -- Byron Bay,Net Cost (Calc Margin),012i0000001EB0nAAG,340000,0,Externally Managed,"Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile In-app. Voor beide devices een cap van 3 hanteren. Hoge druk op don/vrij/zat & lichte druk op zon-woe. (Sturing op weer, hogere druk op zonnige dagen.) 24-6: campagne tot 30-6 on hold, daarna max leveren",12.5,CPM,3,Per campaign,Video - Preroll 20s,20-40,Female
0063100000fJj9kAAC,Netherlands: 20160184,"Apr 4, 2016","May 3, 2016",6749.84,Activia Fusion AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,499988,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJjBMAA0,Netherlands: 20160381,"Jun 13, 2016","Jun 29, 2016",10316.63,Verlengd tot de 29e,Net Cost (Calc Margin),012i0000001EB0nAAG,764195,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,Female
0063100000fJj9cAAC,Netherlands: 20160314,"May 17, 2016","Jun 5, 2016",3600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,180000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,20,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJjAhAAK,Netherlands: 20160347,"Jun 6, 2016","Jun 24, 2016",500,- desktop + tablet web,Net Cost (Calc Margin),012i0000001EB0nAAG,181818,0,Externally Managed,,2.75,CPM,5,Per campaign,Display - Standard,25-55,
0063100000fJjC5AAK,Netherlands: 20160155,"Mar 7, 2016","Mar 20, 2016",4320,Geenstijl en Dumper excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,320000,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjB4AAK,Netherlands: 20160261,"May 9, 2016","Jun 6, 2016",16286.85,"25 sec video, 6-6: mag max 3 dagen verlengd worden",Net Cost (Calc Margin),012i0000001EB0nAAG,1085790,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,20-39,Female
0063100000fJjBbAAK,Netherlands: 20160073,"Feb 22, 2016","Mar 5, 2016",15729.66,2016. OLV Etos prijs 3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1165160,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjAiAAK,Netherlands: 20160328,"Jul 11, 2016","Jul 29, 2016",2749.75,Targeting: 40-65 jaar + provincies Groningen en Drenthe,Net Cost (Calc Margin),012i0000001EB0nAAG,999909,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,40-65,
0063100000fJj9cAAC,Netherlands: 20160312,"May 17, 2016","Jun 5, 2016",3500,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,140000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,25,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJj9xAAC,Netherlands: 20160220,"Apr 4, 2016","Apr 24, 2016",9303.27,Karcher Window Vac OLV April 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,689131,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,29-49,Female
0063100000fJjBCAA0,Netherlands: 20160249,"May 23, 2016","Jun 12, 2016",16999.99,Stond 7-7-16 op stil. Gelijkmatige uitlevering s.v.p. DMA tag wordt meegeschoten.,Net Cost (Calc Margin),012i0000001EB0nAAG,1478260,0,Externally Managed,,11.5,CPM,1,Per campaign,Mobile - Video,18-34,
0063100000fJj9yAAC,Netherlands: 20160257,"Apr 14, 2016","Apr 30, 2016",9999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 1,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-49,Female
0063100000fJjB5AAK,Netherlands: 20150810,"Nov 20, 2015","Jan 3, 2016",43200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,13.5,CPM,3,Per campaign,Xaxis TV,18-30,
0063100000fJj98AAC,Netherlands: 20160006,"Jan 4, 2016","Jan 17, 2016",6036.05,Start campagne na 18:00,Net Cost (Calc Margin),012i0000001EB0nAAG,447115,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-34,
0063100000fJjBKAA0,Netherlands: 20160368,"May 29, 2016","Jun 11, 2016",8020.01,Stage_Bodyguard_OLV_Mei_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,594075,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,Female
0063100000fJjCJAA0,Netherlands: 20160137,"Mar 29, 2016","Apr 15, 2016",8750,MEC-106034-2016-0391 -- 2016.BOL.WMAR.DL.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3500000,0,Externally Managed,"(ma t/m vrij: 7.00- 9.30 en 16.30 – 19.00). egionale targeting inzetten op basis van GPS in de buurt van stations en OV knooppunten straal van 1000 meter. Uitlevering in portals waar volume piekt, zoals nieuws, weer, verkeer, entertainment (eventueel social media kanalen). cap 5 over de formaten heen",2.5,CPM,5,Per campaign,Mobile - Standard,None,
0063100000fJj9XAAS,Netherlands: 20160241,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen.,Net Cost (Calc Margin),012i0000001EB0nAAG,412500,0,Externally Managed,,20,CPM,3,Per campaign,Video - Preroll 30s,20-39,Female
0063100000fJjCZAA0,Netherlands: 20160236,"May 8, 2016","May 20, 2016",8353.8,Doelgroep kan niet verbreed worden. Uitzenden op 08-05 start om 18:00 uur t/m 15 mei. Vervolgens op 16 mei start om 18:00 uur t/m 20 mei,Net Cost (Calc Margin),012i0000001EB0nAAG,618800,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJjBNAA0,Netherlands: 20160492,"Aug 19, 2016","Aug 31, 2016",4918.05,MAX-132715-2016-0430 -- Koch - F1 OLV - Aug 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,327870,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,20-34,Male
0063100000fJjBiAAK,Netherlands: 20160385,"Jun 27, 2016","Jul 8, 2016",14008.64,MEC-98992-2016-1222 - -2016.ETOS.PRIJS.WWW.VOD-3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1037677,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjAVAA0,Netherlands: 20160141,"Mar 5, 2016","Mar 18, 2016",2380,Doelgroep: In het gebied Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,865454,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,25-55,
0063100000fJj9HAAS,Netherlands: 20160389,"Jun 20, 2016","Jul 3, 2016",8167.2,MAX-79995-2016-0313 -- Alfa Romeo Giulia OLV,Net Cost (Calc Margin),012i0000001EB0nAAG,604978,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJjBIAA0,Netherlands: 20160232,"Apr 11, 2016","Apr 20, 2016",9403.26,Stage_Bodyguard_OLV_April_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,696538,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,Female
0063100000fJjBFAA0,Netherlands: 20160363,"Jun 26, 2016","Aug 10, 2016",1924.12,2016.GEBERIT.AQUACLEAN.B2C.VTWONENSYNC.0507.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,137437,0,Externally Managed,"Sync op basis van timetargeting (Vt wonen) Er zijn twee momenten voor de sync:
SBS6 26-6 19.30-20.30 (‘reguliere herhaling’)
SBS9 10-8 19.30-20.30 (herhaling)
En de sync mag 3 uur ingezet worden; een uur ervoor, tijdens en erna. Dus de sync mag aan vanaf 18.30 tot 21.30.                                                                                                                         Freq. cap van 10 per sync moment",14,CPM,,,Display - Frequency booster,30-50,
0063100000fJjAgAAK,Netherlands: 20160295,"Jun 13, 2016","Jun 24, 2016",1101.6,Targeting op Zandvoort met een straal van 15 km en doelgroep 30-65 jaar,Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,30-65,
0063100000fJjCfAAK,Netherlands: 20160032,"Jan 4, 2016","Jan 16, 2016",2378.79,Telegraaf uitsluiten,Net Cost (Calc Margin),012i0000001EB0nAAG,176207,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,30-49,Female
0063100000fJjALAA0,Netherlands: 20150847,"Dec 24, 2015","Feb 29, 2016",10000,Online Winter Nordic,Net Cost (Calc Margin),012i0000001EB0nAAG,714286,0,Externally Managed,,14,CPM,3,Per campaign,Xaxis Display,35-55,
0063100000fJjC6AAK,Netherlands: 20160127,"Mar 7, 2016","Mar 27, 2016",12925.52,Dumpert en Geenstijl excluden doelgroep kan niet verbreed worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,957446,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-34,
0063100000fJjAdAAK,Netherlands: 20160278,"May 14, 2016","Jun 4, 2016",857.65,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,311872,0,Externally Managed,,2.75,CPM,5,Per campaign,Display - Standard,25-40,
0063100000fJjAeAAK,Netherlands: 20160227,"May 30, 2016","Jun 17, 2016",1252.05,Targeting op provincie Friesland. Materiaal wordt aangeleverd op 24 mei.,Net Cost (Calc Margin),012i0000001EB0nAAG,455290,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,18-40,
0063100000fJjBEAA0,Netherlands: 20160025,"Feb 29, 2016","Apr 10, 2016",18000,2016.GEBERIT.AQUACLEAN.B2C.0205.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,3000000,0,Externally Managed,,6,CPM,,,Mobile - Halfpage ad,,
0063100000fJjBEAA0,Netherlands: 20160023,"Feb 15, 2016","Mar 13, 2016",64400,30% netto bereik,Net Cost (Calc Margin),012i0000001EB0nAAG,4600000,0,Externally Managed,,14,CPM,,,Display - Frequency booster,35-50,
0063100000fJjAkAAK,Netherlands: 20160391,"Jul 25, 2016","Aug 7, 2016",637.5,"Tablet en Smartphone, web en In-app. Doelgroep betreft 30+ en Zandvoort met een straal van 5 km",Net Cost (Calc Margin),012i0000001EB0nAAG,106250,0,Externally Managed,,6,CPM,5,Per campaign,Mobile - Halfpage ad,30+,
0063100000fJj9MAAS,Netherlands: 20160178,"Mar 17, 2016","Apr 2, 2016",4999.99,"Collecting, apartments, gardening",Net Cost (Calc Margin),012i0000001EB0nAAG,357142,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,25-55,
0063100000fJjCaAAK,Netherlands: 20160029,"Mar 14, 2016","Apr 3, 2016",7299.64,Bij eindevaluatie Turbine segmenten uitdraaien. Turbine pixel + LAL gemaakt op users die de video 100% hebben uitgekeken.,Net Cost (Calc Margin),012i0000001EB0nAAG,540714,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJjCRAA0,Netherlands: 20160306,"May 23, 2016","Jun 2, 2016",20568.03,Desktop en Mobile - 20 sec - CAP 1 per device - 20-49. Desktop cap 2 en Mobiel in-app cap 1.,Net Cost (Calc Margin),012i0000001EB0nAAG,1645442,0,Externally Managed,,12.5,CPM,1,Per campaign,Video - Preroll 20s,20-49,
0063100000fJjBlAAK,Netherlands: 20160204,"Apr 1, 2016","May 8, 2016",25637,Campagne laat een achterstand zien. Hier mag van de planner Mobile aan toegevoegd worden mocht dit nodig zijn. Alleen inzet in STIVA tijdvak tussen 21:00-06:00 uur. 04 mei: Smartphone (web) is geactiveerd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1709133,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,20-34,Male
0063100000fJjAKAA0,Netherlands: 20160081,"Feb 1, 2016","Feb 14, 2016",14901.92,Volvo_OLV_V60_Winter_feb_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1103846,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-54,Male
0063100000fJjARAA0,Netherlands: 20150780,"Nov 18, 2015","Mar 6, 2016",9660.5,Frank -> briefing Suzanne. Retargeting preroll non-viewers.,Net Cost (Calc Margin),012i0000001EB0nAAG,690036,0,Externally Managed,,14,CPM,2,Per campaign,Xaxis Display,18-34,
0063100000fJjClAAK,Netherlands: 20160031,"Jan 11, 2016","Jan 31, 2016",7722.24,Land Rover Evoque Jan 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,572018,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,30-50,Male
0063100000fJjCTAA0,Netherlands: 20160459,"Aug 15, 2016","Sep 11, 2016",53793.1,CAP 2 per device - gecombineerde index voor Desktop en Mobile,Net Cost (Calc Margin),012i0000001EB0nAAG,4303448,0,Externally Managed,,12.5,CPM,2,Per campaign,Video - Preroll 20s,20-45,
0063100000fJj9PAAS,Netherlands: 20160491,"Aug 15, 2016","Nov 20, 2016",20125,"mid and high income (hier kunnen we niet op targeten, wel valideren met TNS NIPO. Graag meenemen in Eind Rapportage)",Net Cost (Calc Margin),012i0000001EB0nAAG,1750000,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,25-55,
0063100000fJjC7AAK,Netherlands: 20160131,"Mar 7, 2016","Apr 6, 2016",23199.9,Dumper en Geenstijl excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,1718511,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-34,
0063100000fJjBJAA0,Netherlands: 20160320,"May 15, 2016","May 21, 2016",4701.63,Stage_Bodyguard_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,348269,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,Female
0063100000fJj9WAAS,Netherlands: 20160129,"Feb 22, 2016","Mar 20, 2016",8756,NL inzet: Targeting: 60% Vrouwen en 40% Mannen NL. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.,Net Cost (Calc Margin),012i0000001EB0nAAG,761391,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-39,
