Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
0063100000fJj9UAAS,Netherlands: 20160276,"Apr 22, 2016","May 29, 2016",6010.06,Negatieve retargeting op de Turbine users die bereikt zijn vanuit de nu.nl take-over,Net Cost (Calc Margin),012i0000001EB0nAAG,2185476,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,13+,
0063100000fJjASAA0,Netherlands: 20150782,"Nov 18, 2015","Mar 31, 2016",1236.19,Frank -> briefing Suzanne. Retargeting website,Net Cost (Calc Margin),012i0000001EB0nAAG,449523,0,Externally Managed,,2.75,CPM,5,Per campaign,Xaxis Display,18-34,
0063100000fJjCEAA0,Netherlands: 20160301,"Jun 10, 2016","Jun 16, 2016",2834.57,Inzet in STIVA tijdvak (tussen 21:00-06:00 uur),Net Cost (Calc Margin),012i0000001EB0nAAG,209968,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,25-34,
0063100000fJj9aAAC,Netherlands: 20160309,"May 17, 2016","Jun 5, 2016",1350,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,100000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De doelgroep betreft Vrouwen 20-39 jaar en Turbine segment Style & Fashion. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJjAWAA0,Netherlands: 20160133,"Mar 4, 2016","Mar 18, 2016",2125,Doelgroep:Rotterdam,Net Cost (Calc Margin),012i0000001EB0nAAG,772727,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,35-65,
0063100000fJjBBAA0,Netherlands: 20160224,"Apr 22, 2016","May 18, 2016",10798.33,MEC-78754-2016-0650 -- 2016.TELE2.CONS.NO2GEORGE.0405.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,799876,0,Externally Managed,,13.5,CPM,1,Per campaign,Video - Preroll 20s,18-34,
0063100000fJj9pAAC,Netherlands: 20160324,"Jun 13, 2016","Jul 10, 2016",7799.6,2016-06 Greek Oikos juni-juli 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-55,Female
0063100000fJjAIAA0,Netherlands: 20160259,"Oct 3, 2016","Oct 22, 2016",9999.99,MAX-99572-2016-0192 -- Karcher Window Vac Display - Apr-Oct 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-49,Female
0063100000fJjBdAAK,Netherlands: 20160221,"Apr 4, 2016","Apr 15, 2016",19415.7,MEC-98992-2016-0625 -- 2016.ETOS.PRIJS.AVM-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1438200,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJj9OAAS,Netherlands: 20160153,"May 1, 2016","Jun 30, 2016",9943.25,Shurgard - OLV - Mar-Jun 2016 - Flight 2,Net Cost (Calc Margin),012i0000001EB0nAAG,864630,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,25-55,
0063100000fJj9sAAC,Netherlands: 20160051,"Feb 8, 2016","Feb 28, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,20-50,Female
0063100000fJj9DAAS,Netherlands: 20160102,"Mar 7, 2016","Dec 31, 2016",31050.3,MBA-129135-2016-0058 -- Tankpas,Net Cost (Calc Margin),012i0000001EB0nAAG,5175050,0,Externally Managed,"Swipe Cube. Er worden 2 flights ingezet. Flight 1: 7 maart t/m 31 mei 2016, 3.052.044 gerealiseerde impressies. Flight 2: 1 september t/m 30 november 2016, 2.347.956 impressies. Per flight geldt een cap van 3. Geo-targeting. Graag op de volgende tactics inzetten: 1) bouwmarkten, 2) flexplekken, 3) Macro’s, 4) Sligro’s, 5) grote bedrijventerreinen. 19-4: Graag 500.000 impressies van de eerste flight verschuiven van geo-targeting naar inzet op Mannen 35-49 jaar met een cap van 3.",6,CPM,3,Per campaign,Mobile - Halfpage ad,,
0063100000fJj9bAAC,Netherlands: 20160311,"May 17, 2016","Jun 5, 2016",5250,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Flanders - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,210000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,25,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJj9IAAS,Netherlands: 20160417,"Jul 4, 2016","Jul 17, 2016",2858.53,OLV 10 sec. Gelijkmatige uitlevering,Net Cost (Calc Margin),012i0000001EB0nAAG,211743,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJjBhAAK,Netherlands: 20160358,"Jun 6, 2016","Jun 12, 2016",10291.79,20 sec spot,Net Cost (Calc Margin),012i0000001EB0nAAG,762355,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjBeAAK,Netherlands: 20160118,"Mar 21, 2016","Apr 24, 2016",6578.25,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2631300,0,Externally Managed,"Targeting  breed op vrouwenchannels, denk aan segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. 07-04: De HPA cap is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. De cap voor de kleinere formaten betreft 3-5. Graag compensatie inboeken: 1.000.000 impressies, zie mail d.d. 11 april van Cynthia. 13-4: Campagneperiode is verlengd.",2.5,CPM,5,Per campaign,Mobile - Standard,,Female
0063100000fJj9EAAS,Netherlands: 20160143,"Mar 1, 2016","Mar 20, 2016",8003.87,MAX-79995-2016-0071 -- Fiat 500 BTW Vrij - mrt,Net Cost (Calc Margin),012i0000001EB0nAAG,592879,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJj9KAAS,Netherlands: 20160468,"Aug 15, 2016","Aug 21, 2016",3236.75,MAX-79995-2016-0410 -- Alfa Romeo Giulia OLV augustus,Net Cost (Calc Margin),012i0000001EB0nAAG,239759,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJjB3AAK,Netherlands: 20160166,"Apr 4, 2016","Apr 20, 2016",13548.83,Campagne mag verlengd worden met max 3 dagen. Nieuw materiaal mag gebruikt worden,Net Cost (Calc Margin),012i0000001EB0nAAG,1003617,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJj9jAAC,Netherlands: 20160115,"Mar 7, 2016","Apr 3, 2016",8250,MCM-113554-2016-0211 -- 2016-03 Danio AV Maart April,Net Cost (Calc Margin),012i0000001EB0nAAG,611111,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-45,Female
0063100000fJjBkAAK,Netherlands: 20160471,"Aug 22, 2016","Sep 2, 2016",20586.57,MEC-98992-2016-1498 -- 2016.ETOS.PRIJS.WWW.VOD-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjBQAA0,Netherlands: 20160074,"Feb 1, 2016","Feb 14, 2016",19484.54,2016.AEGON.COMMUNICATIE.PENNYWISEFOOLISCH.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1443299,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,30-49,
0063100000fJjCUAA0,Netherlands: 20160083,"Feb 15, 2016","Mar 13, 2016",9202.84,GAMMA_OLV_dat vraag ik_week 7-10,Net Cost (Calc Margin),012i0000001EB0nAAG,681692,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJjBDAA0,Netherlands: 20160379,"Jun 27, 2016","Jul 17, 2016",21478.39,OLV Spot Golfbaan: 70% & OLV Spot Baby (danszaal tags): 30%,Net Cost (Calc Margin),012i0000001EB0nAAG,1867686,0,Externally Managed,,11.5,CPM,1,Per campaign,Mobile - Video,18-34,
0063100000fJjBfAAK,Netherlands: 20160247,"Apr 25, 2016","May 6, 2016",13039.99,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,965925,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJj9XAAS,Netherlands: 20160239,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen. : Style&Fashion,Net Cost (Calc Margin),012i0000001EB0nAAG,330000,0,Externally Managed,,25,CPM,3,Per campaign,Video - Preroll 30s,,
0063100000fJjC9AAK,Netherlands: 20160132,"Mar 14, 2016","Apr 10, 2016",11931.45,Geenstijl en Dumpert excluden. gevraagd aan planner of het voor zowel mannen als vrouwen is. 19-2-16,Net Cost (Calc Margin),012i0000001EB0nAAG,883811,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-34,
0063100000fJj9fAAC,Netherlands: 20160013,"Jan 1, 2016","Feb 7, 2016",4625.01,2015-01 Activia AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,342593,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJjB0AAK,Netherlands: 20160004,"Jan 18, 2016","Jan 31, 2016",20950.89,Home & Deco,Net Cost (Calc Margin),012i0000001EB0nAAG,1676071,0,Externally Managed,,12.5,CPM,,,Display - Half Page Ad,,
0063100000fJjAYAA0,Netherlands: 20160198,"Mar 31, 2016","Apr 28, 2016",1700,Cap= 15 per campaign.  Doelgroep man en vrouw Scheveningen en 45km radius.,Net Cost (Calc Margin),012i0000001EB0nAAG,618182,0,Externally Managed,,2.75,CPM,15,Per campaign,Display - Standard,40-101,
0063100000fJjCdAAK,Netherlands: 20160189,"Apr 4, 2016","Apr 24, 2016",6375,Het liefst 15 sec,Net Cost (Calc Margin),012i0000001EB0nAAG,472222,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,30-44,Male
0063100000fJjABAA0,Netherlands: 20160220,"Apr 4, 2016","Apr 24, 2016",9303.27,Karcher Window Vac OLV April 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,689131,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,29-49,Female
0063100000fJjAvAAK,Netherlands: 20160398,"Jul 4, 2016","Jul 24, 2016",19263.96,"Er is nog onduidelijkheid of de video 30 seconden of 20 seconden is. Ingekocht voor een gecombineerde CPM (12,50) echter is dit niet mogelijk met een 30sec video. Dit moet 15 CPM zijn. Hierover is contact opgenomen met Jessica.",Net Cost (Calc Margin),012i0000001EB0nAAG,1284264,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-45,
0063100000fJjBtAAK,Netherlands: 20160016,"Jan 11, 2016","Jan 31, 2016",11208.83,2016.FC.VIFIT.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,830284,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,
0063100000fJjCAAA0,Netherlands: 20160212,"Apr 11, 2016","May 1, 2016",17335,FC.MONA.0405.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1284074,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJjASAA0,Netherlands: 20150778,"Nov 18, 2015","Feb 21, 2016",46874.94,Frank -> briefing Suzanne,Net Cost (Calc Margin),012i0000001EB0nAAG,3472218,0,Externally Managed,,13.5,CPM,2,Per campaign,Xaxis TV,18-34,
0063100000fJj9aAAC,Netherlands: 20160310,"May 17, 2016","Jun 5, 2016",4600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,11.5,CPM,3,Per campaign,Mobile - Video,20-39,Female
0063100000fJj9dAAC,Netherlands: 20160052,"Jan 15, 2016","Feb 4, 2016",7902.28,Online video 10 sec en een gelijkmatige uitlevering.,Net Cost (Calc Margin),012i0000001EB0nAAG,585354,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJjAdAAK,Netherlands: 20160279,"May 14, 2016","Jun 4, 2016",1865.75,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,310958,0,Externally Managed,,6,CPM,5,Per campaign,Mobile - Halfpage ad,25-40,
0063100000fJjBWAA0,Netherlands: 20160195,"Mar 14, 2016","Apr 3, 2016",8172.88,2016.ANWB.WEGENWACHT.0304.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,710685,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,25-45,
0063100000fJjCaAAK,Netherlands: 20160028,"Feb 15, 2016","Mar 6, 2016",7299.64,2016-01 BEN PRE-ROLL Q1,Net Cost (Calc Margin),012i0000001EB0nAAG,540714,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJjBgAAK,Netherlands: 20160296,"May 16, 2016","May 28, 2016",20586.57,MEC-98992-2016-0877 -- 2016.ETOS.ACTIE.VOD-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJj9NAAS,Netherlands: 20160096,"Mar 1, 2016","Apr 30, 2016",6750.43,"Divorce,Apartments, Business construction, Real estate- Buying selling homes/remodeling and construction, Vintage cars met motorcycles en minivan. Collecting. Travel",Net Cost (Calc Margin),012i0000001EB0nAAG,500032,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,
0063100000fJjB3AAK,Netherlands: 20160167,"Apr 4, 2016","Apr 17, 2016",6980.42,2016.IKEA.NEWS.SOFA.04.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,606993,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-39,Female
0063100000fJjC8AAK,Netherlands: 20160199,"Mar 28, 2016","Apr 10, 2016",6780.71,2016.FC.MILNER.0304.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,502275,0,Externally Managed,,13.5,CPM,2,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJjCjAAK,Netherlands: 20160119,"Apr 11, 2016","Apr 24, 2016",1720.47,MAX-128395-2016-0062 -- VARILUX,Net Cost (Calc Margin),012i0000001EB0nAAG,127442,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,50+,
0063100000fJjAbAAK,Netherlands: 20160168,"Apr 11, 2016","Apr 29, 2016",1123.32,Targeting op provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,408480,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,18-55,
0063100000fJj9UAAS,Netherlands: 20160275,"Apr 22, 2016","May 29, 2016",589.94,MAX-126634-2016-0163 -- P9 Launch- Apr-Jun 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,214522,0,Externally Managed,"Retargeting op basis van de OLV inzet. Retargeting moet plaats vinden op 22-40 jaar en de Turbine segmenten Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion. Het is bekend dat de retargeting op deze wijze beperkt is : Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion",2.75,CPM,5,Per campaign,Display - Standard,22-40,
0063100000fJjAQAA0,Netherlands: 20160035,"Jan 1, 2016","Mar 31, 2016",59080,Turbine pixels op Volvo site plaatsen per type. Er volgt een lijst van Thomas. Gebruikers op landingspagina uitsluiten (clickers). : Autmotive,Net Cost (Calc Margin),012i0000001EB0nAAG,4220000,0,Externally Managed,,14,CPM,,,Display - Frequency booster,,
0063100000fJjCWAA0,Netherlands: 20160111,"Mar 13, 2016","Apr 2, 2016",11923.79,KARWEI_OLV_tuinen_week 11-13_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,883244,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,
0063100000fJjBaAAK,Netherlands: 20160019,"Jan 25, 2016","Feb 7, 2016",20586.57,2016.ETOS.PRIJS.WWW.AVM-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJj9qAAC,Netherlands: 20160465,"Aug 21, 2016","Sep 10, 2016",5700.09,2016-08 Greek Oikos Aug-sept 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,422229,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-55,Female
0063100000fJjC2AAK,Netherlands: 20160151,"Mar 7, 2016","Mar 13, 2016",36619.53,Geenstijl en Dumpert excluden. willen zoveel mogelijk impressies serveren in buckets 2-3 met max 3.  Marge test.,Net Cost (Calc Margin),012i0000001EB0nAAG,2615681,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,25-49,Female
0063100000fJjAZAA0,Netherlands: 20160208,"Apr 11, 2016","Apr 29, 2016",2541.39,Targeting 26-40 in en bij Breda met een straal van 45km.,Net Cost (Calc Margin),012i0000001EB0nAAG,924141,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,25-40,
0063100000fJjB2AAK,Netherlands: 20160114,"Mar 7, 2016","Mar 20, 2016",3593.99,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,312521,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-34,Female
0063100000fJj9BAAS,Netherlands: 20160480,"Aug 28, 2016","Sep 20, 2016",3304.8,"Desktop en Tablet. Alleen live op maandag tussen 00:00 - 19:00 uur op basis van een cap van 4 per dag (max. 1 vertoning per uur)! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,1201745,0,Externally Managed,,2.75,CPM,4,Per campaign,Display - Standard,,
0063100000fJjAnAAK,Netherlands: 20160400,"Jul 11, 2016","Jul 29, 2016",1275,Duaal (50-50) insteken. Oftewel de helft van de impressies op 1. locatie Breda en omgeving targeten en 2. op de doelgroep 25+ en umfeld gaming en lifestyle.,Net Cost (Calc Margin),012i0000001EB0nAAG,510000,0,Externally Managed,,2.5,CPM,7,Per campaign,Mobile - Standard,25+,
0063100000fJj9hAAC,Netherlands: 20160071,"Feb 22, 2016","Mar 13, 2016",2624.79,Deze campagne is geannuleerd extra kosten zijn voor onze rekening 25-2-16,Net Cost (Calc Margin),012i0000001EB0nAAG,194429,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJjCDAA0,Netherlands: 20160270,"May 8, 2016","May 13, 2016",1309.31,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,113853,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,25-34,
0063100000fJj9UAAS,Netherlands: 20160273,"Apr 22, 2016","May 29, 2016",4920.02,MAX-126634-2016-0163 -- P9 Launch- Apr-Jun 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,351430,0,Externally Managed,"Retargeting op basis van de OLV inzet. Retargeting moet plaats vinden op 22-40 jaar en de Turbine segmenten Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion. Het is bekend dat de retargeting op deze wijze beperkt is. 13-5: De retargeting wordt omgezet o.b.v. nu.nl retargeting. : Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion",14,CPM,1,Per campaign,Display - Frequency booster,22-40,
0063100000fJj9ZAAS,Netherlands: 20160233,"Apr 14, 2016","May 8, 2016",6000,MAX-128858-2016-0171 -- Zalando OLV - NL-BE - Apr May 2016 - NL inzet,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,"Graag de eerste week 250.000 impressies inzetten. De resterende 150.000 impressies gelijkwaardig verdelen over de weken. Graag een pixel plaatsen op click en op view, Light Reaction gaat deze pool gebruiken voor verdere inzet. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.",15,CPM,3,Per campaign,Video - Preroll 30s,20-39,Female
0063100000fJjASAA0,Netherlands: 20150781,"Nov 18, 2015","Mar 6, 2016",4967.3,Frank -> briefing Suzanne. Retargeting high impact viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,1806290,0,Externally Managed,,2.75,CPM,3,Per campaign,Xaxis Display,18-34,
0063100000fJjAyAAK,Netherlands: 20160197,"Apr 26, 2016","May 29, 2016",83996.99,Contactklasse 3-5 aanhouden s.v.p.,Net Cost (Calc Margin),012i0000001EB0nAAG,5999785,0,Externally Managed,,14,CPM,5,Per campaign,Display - Frequency booster,25-54,Male
0063100000fJj9bAAC,Netherlands: 20160313,"May 17, 2016","Jun 5, 2016",5400,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Flanders - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,270000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,20,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJjAjAAK,Netherlands: 20160393,"Jul 1, 2016","Jul 31, 2016",2125,Desktop en Tablet. Doelgroep betreft 25-55 en Haaglanden,Net Cost (Calc Margin),012i0000001EB0nAAG,151786,0,Externally Managed,,14,CPM,5,Per campaign,Display - Frequency booster,25-55,
0063100000fJjBXAA0,Netherlands: 20160165,"Mar 14, 2016","Apr 3, 2016",14174.6,"25 sec video,doelgroep was oorpsronkelijk 35-49",Net Cost (Calc Margin),012i0000001EB0nAAG,944973,0,Externally Managed,,15,CPM,3,Per campaign,Video - Preroll 30s,25-45,
0063100000fJjB8AAK,Netherlands: 20150809,"Nov 20, 2015","Jan 3, 2016",29911.97,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,3,Per campaign,Xaxis TV,18-30,
0063100000fJjBlAAK,Netherlands: 20160272,"Apr 1, 2016","May 8, 2016",4600,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-34,Male
